stock,stock code,net amount (S$M),published date
Mapletree Logistics Trust,M44U.SI,6.762525,2022-05-30
CapitaLand Integrated Commercial Trust,C38U.SI,5.819665,2022-05-30
Singtel,Z74.SI,78.2610899,2022-06-06
SATS,S58.SI,44.283583,2022-06-06
UOB,U11.SI,33.349216,2022-06-06
DBS,D05.SI,24.20386,2022-06-06
Yangzijiang Financial,YF8.SI,12.551607,2022-06-06
Mapletree Commercial Trust,N2IU.SI,5.105082,2022-06-06
Netlink NBN Trust,CJLU.SI,4.7612685,2022-06-06
SGX,S68.SI,4.359815,2022-06-06
Thai Beverage,Y92.SI,4.28183,2022-06-06
Top Glove Corporation,BVA.SI,3.293303,2022-06-06
UOB,U11.SI,100.338878,2022-06-13
DBS,D05.SI,89.531852,2022-06-13
Singtel,Z74.SI,43.086337,2022-06-13
OCBC,O39.SI,28.079338,2022-06-13
Yangzijiang Financial,YF8.SI,27.260954,2022-06-13
SIA,C6L.SI,17.371033,2022-06-13
Thai Beverage,Y92.SI,11.6212185,2022-06-13
SATS,S58.SI,6.459717,2022-06-13
Netlink NBN Trust,CJLU.SI,5.380153,2022-06-13
Wilmar International,F34.SI,4.779512,2022-06-13
SIA,C6L.SI,62.063421,2022-06-20
UOB,U11.SI,47.879879,2022-06-20
DBS,D05.SI,43.154179,2022-06-20
OCBC,O39.SI,40.812407,2022-06-20
Thai Beverage,Y92.SI,17.7269105,2022-06-20
Singtel,Z74.SI,17.4258751,2022-06-20
Jardine Matheson,J36.SI,16.0012027862,2022-06-20
Wilmar International,F34.SI,14.333066,2022-06-20
Genting Singapore,G13.SI,14.2614845,2022-06-20
Venture Corp,V03.SI,13.714315,2022-06-20
UOB,U11.SI,39.794018,2022-06-27
OCBC,O39.SI,36.421013,2022-06-27
DBS,D05.SI,20.531652,2022-06-27
Yangzijiang Financial,YF8.SI,10.3505345,2022-06-27
ComfortDelGro,C52.SI,8.498099,2022-06-27
Venture Corp,V03.SI,8.491017,2022-06-27
Suntec REIT,T82U.SI,7.658049,2022-06-27
Genting Singapore,G13.SI,7.4719975,2022-06-27
Thai Beverage,Y92.SI,5.931364,2022-06-27
Yangzijiang Shipbuilding,BS6.SI,5.2355975,2022-06-27
DBS,D05.SI,57.531816,2022-07-04
UOB,U11.SI,21.749242,2022-07-04
SATS,S58.SI,11.397566,2022-07-04
Yangzijiang Financial,YF8.SI,11.024374,2022-07-04
OCBC,O39.SI,8.73202,2022-07-04
SIA,C6L.SI,7.421308,2022-07-04
Keppel REIT,K71U.SI,5.193699,2022-07-04
Genting Singapore,G13.SI,4.131897,2022-07-04
NIO,NIO.SI,3.330944344240001,2022-07-04
Nanofilm Technologies,MZH.SI,3.21833,2022-07-04
CapitaLand Integrated Commercial Trust,C38U.SI,27.829887,2022-07-11
Yangzijiang Shipbuilding,BS6.SI,22.4197275,2022-07-11
City Developments,C09.SI,7.540176,2022-07-11
Keppel REIT,K71U.SI,7.357465,2022-07-11
Genting Singapore,G13.SI,4.478901,2022-07-11
AEM Holdings,AWX.SI,4.317475,2022-07-11
SPH REIT,SK6U.SI,4.2832695,2022-07-11
Yangzijiang Financial,YF8.SI,4.1965995,2022-07-11
Thai Beverage,Y92.SI,4.0785195,2022-07-11
OCBC,O39.SI,4.053478,2022-07-11
OCBC,O39.SI,52.749103,2022-07-18
UOB,U11.SI,41.720516,2022-07-18
DBS,D05.SI,36.737259,2022-07-18
City Developments,C09.SI,16.476074,2022-07-18
Keppel Corp,BN4.SI,9.250383,2022-07-18
Wilmar International,F34.SI,8.490651,2022-07-18
Mapletree Commercial Trust,N2IU.SI,7.994701,2022-07-18
AEM Holdings,AWX.SI,6.298289,2022-07-18
CapitaLand Investment,9CI.SI,6.101667,2022-07-18
Hongkong Land,H78.SI,2.6669012769,2022-07-18
Thai Beverage,Y92.SI,14.665409,2022-07-25
Yangzijiang Financial,YF8.SI,13.1155565,2022-07-25
Wilmar International,F34.SI,10.808557,2022-07-25
CapitaLand Integrated Commercial Trust,C38U.SI,6.269175,2022-07-25
First Resources,EB5.SI,4.17138,2022-07-25
Keppel REIT,K71U.SI,2.900707,2022-07-25
Suntec REIT,T82U.SI,2.720797,2022-07-25
Singpost,S08.SI,2.5868805,2022-07-25
Mapletree Logistics Trust,M44U.SI,2.3327,2022-07-25
Frasers Centrepoint Trust,J69U.SI,2.314754,2022-07-25
UOB,U11.SI,26.251046,2022-08-01
Singtel,Z74.SI,17.8057578,2022-08-01
DBS,D05.SI,10.220194,2022-08-01
Sembcorp Industries,U96.SI,7.206188,2022-08-01
Yangzijiang Financial Holding,YF8.SI,5.419121,2022-08-01
SATS,S58.SI,5.332038,2022-08-01
Keppel REIT,K71U.SI,4.566706,2022-08-01
ST Engineering,S63.SI,4.536653,2022-08-01
Suntec REIT,T82U.SI,4.397378,2022-08-01
Jardine Matheson,J36.SI,4.241779671700001,2022-08-01
UOB,U11.SI,36.65317,2022-08-08
Yangzijiang Shipbuilding,BS6.SI,9.5167475,2022-08-08
NetLink NBN Trust,CJLU.SI,8.1265635,2022-08-08
Yangzijiang Financial,YF8.SI,5.610281,2022-08-08
Keppel DC REIT,AJBU.SI,5.576219,2022-08-08
Olam Group,VC2.SI,4.244381,2022-08-08
Prime US REIT,OXMU.SI,3.7247603361,2022-08-08
Singapore Post,S08.SI,3.644325,2022-08-08
Ascendas India Trust,CY6U.SI,2.65719,2022-08-08
Wing Tai Holdings,W05.SI,1.774682,2022-08-08
Jardine Matheson,J36.SI,24.105155429,2022-08-15
UOB,U11.SI,16.282296,2022-08-15
Yangzijiang Financial,YF8.SI,15.848173,2022-08-15
CapitaLand Investment,9CI.SI,13.521817,2022-08-15
Olam Group,VC2.SI,9.307655,2022-08-15
Manulife US REIT,BTOU.SI,7.738598473550002,2022-08-15
CapitaLand Integrated Commercial Trust,C38U.SI,7.439686,2022-08-15
NetLink NBN Trust,CJLU.SI,6.2166235,2022-08-15
Hongkong Land,H78.SI,5.954366159199999,2022-08-15
Top Glove Corporation Bhd,BVA.SI,5.4503265,2022-08-15
UOB,U11.SI,47.546151,2022-08-22
ST Engineering,S63.SI,39.41375,2022-08-22
DBS,D05.SI,29.693334,2022-08-22
NetLink NBN Trust,CJLU.SI,17.5089155,2022-08-22
Yangzijiang Financial,YF8.SI,14.687979,2022-08-22
ComfortDelGro,C52.SI,7.289929,2022-08-22
Ascott Residence Trust,HMN.SI,5.930819,2022-08-22
Olam Group,VC2.SI,5.160744,2022-08-22
Frencken Group,E28.SI,4.62545,2022-08-22
Geo Energy Resources,RE4.SI,4.3813845,2022-08-22
SGX,S68.SI,33.347469,2022-08-29
CapitaLand Investment,9CI.SI,25.577742,2022-08-29
ST Engineering,S63.SI,22.267083,2022-08-29
CapitaLand Integrated Commercial Trust,C38U.SI,17.47899,2022-08-29
CapitaLand China Trust,AU8U.SI,13.818633,2022-08-29
OCBC,O39.SI,11.354812,2022-08-29
SIA,C6L.SI,11.320089,2022-08-29
Mapleetree Pan Asia Commercial Trust,N2IU.SI,9.670215,2022-08-29
Mapletree Industrial Trust,ME8U.SI,9.284571,2022-08-29
Ascendas REIT,A17U.SI,8.064166,2022-08-29
SGX,S68.SI,35.856453,2022-09-05
ST Engineering,S63.SI,35.608283,2022-09-05
UOB,U11.SI,21.535333,2022-09-05
Singtel,Z74.SI,21.0881019,2022-09-05
SIA,C6L.SI,19.070739,2022-09-05
CapitaLand Investment,9CI.SI,18.473331,2022-09-05
Mapletree Logistics Trust,M44U.SI,14.199091,2022-09-05
Venture Corporation,V03.SI,12.123647,2022-09-05
Thai Beverage,Y92.SI,11.090818,2022-09-05
Mapletree Industrial Trust,ME8U.SI,10.666276,2022-09-05
ST Engineering,S63.SI,13.054148,2022-09-12
CapitaLand Investment,9CI.SI,12.458539,2022-09-12
UOB,U11.SI,12.087863,2022-09-12
Yangzijiang Shipbuilding,BS6.SI,9.916207,2022-09-12
Wilmar International,F34.SI,9.633858,2022-09-12
SGX,S68.SI,5.86941,2022-09-12
Keppel DC REIT,AJBU.SI,4.672885,2022-09-12
Genting Singapore,G13.SI,4.4542295,2022-09-12
Chip Eng Seng Corporation,C29.SI,4.177433,2022-09-12
Suntec REIT,T82U.SI,4.000413,2022-09-12
ST Engineering,S63.SI,25.011795,2022-09-19
Frasers Hospitality Trust,ACV.SI,22.33365,2022-09-19
Keppel Corporation,BN4.SI,16.49841,2022-09-19
Mapletree Industrial Trust,ME8U.SI,10.882491,2022-09-19
Nanofilm Technologies,MZH.SI,7.734056,2022-09-19
Mapletree Logistics Trust,M44U.SI,7.475106,2022-09-19
Ascendas REIT,A17U.SI,6.044702,2022-09-19
Sembcorp Industries,U96.SI,5.664973,2022-09-19
NetLink NBN Trust,CJLU.SI,4.922871,2022-09-19
SPH REIT,SK6U.SI,4.855405,2022-09-19
SATS,S58.SI,29.797769,2022-09-26
Venture Corporation,V03.SI,18.264589,2022-09-26
UOL Group,U14.SI,17.952249,2022-09-26
Mapletree Logistics Trust,M44U.SI,17.297752,2022-09-26
ST Engineering,S63.SI,16.908479,2022-09-26
Ascendas REIT,A17U.SI,13.99887,2022-09-26
Keppel REIT,K71U.SI,12.073893,2022-09-26
SIA,C6L.SI,10.958046,2022-09-26
CapitaLand Investment,9CI.SI,9.081173,2022-09-26
CapitaLand Integrated Commercial Trust,C38U.SI,7.990953,2022-09-26
UOB,U11.SI,95.376634,2022-10-03
SATS,S58.SI,68.450565,2022-10-03
SIA,C6L.SI,38.430858,2022-10-03
OCBC,O39.SI,33.821,2022-10-03
CapitaLand Integrated Commercial Trust,C38U.SI,28.087972,2022-10-03
Yangzijiang Shipbuilding,BS6.SI,18.130897,2022-10-03
Ascendas REIT,A17U.SI,17.982486,2022-10-03
ComfortDelGro,C52.SI,15.00854,2022-10-03
ST Engineering,S63.SI,14.557331,2022-10-03
Mapletree Industrial Trust,ME8U.SI,14.48736,2022-10-03
Singtel,Z74.SI,22.4532251,2022-10-10
ST Engineering,S63.SI,20.726408,2022-10-10
SATS,S58.SI,12.255703,2022-10-10
Thai Beverage,Y92.SI,7.760145,2022-10-10
Wilmar International,F34.SI,6.965145,2022-10-10
NIO Inc,NIO.SI,5.652188059,2022-10-10
Keppel REIT,K71U.SI,4.9441605,2022-10-10
SGX,S68.SI,4.89569,2022-10-10
NetLink NBN Trust,CJLU.SI,3.991617,2022-10-10
Mapletree Industrial Trust,ME8U.SI,3.485697,2022-10-10
SGX,S68.SI,58.569203,2022-10-17
OCBC,O39.SI,29.589837,2022-10-17
SIA,C6L.SI,14.212364,2022-10-17
Keppel Corporation,BN4.SI,13.965659,2022-10-17
ST Engineering,S63.SI,12.896385,2022-10-17
SATS,S58.SI,11.054445,2022-10-17
Mapletree Logistics Trust,M44U.SI,10.05395,2022-10-17
AEM Holdings,AWX.SI,9.27292692,2022-10-17
Venture Corporation,V03.SI,9.240446,2022-10-17
CapitaLand Integrated Commercial Trust,C38U.SI,9.199104,2022-10-17
DBS,D05.SI,33.133329,2022-10-24
UOB,U11.SI,28.775755,2022-10-24
SGX,S68.SI,16.592759,2022-10-24
ST Engineering,S63.SI,12.578175,2022-10-24
CapitaLand Ascendas REIT,A17U.SI,11.142423,2022-10-24
OCBC,O39.SI,10.913648,2022-10-24
Singtel,Z74.SI,9.258452600000002,2022-10-24
CapitaLand Integrated Commercial Trust,C38U.SI,7.920059,2022-10-24
Mapletree Industrial Trust,ME8U.SI,6.802413,2022-10-24
Jardine Matheson,J36.SI,6.534097298700001,2022-10-24
Suntec REIT,T82U.SI,16.893717,2022-10-31
CapitaLand Investment Limited,9CI.SI,12.555604,2022-10-31
SATS,S58.SI,10.695092,2022-10-31
Hongkong Land,H78.SI,5.5889645206,2022-10-31
SGX,S68.SI,4.7464,2022-10-31
Jardine Cycle & Carriage,C07.SI,3.680718,2022-10-31
Sembcorp Industries,U96.SI,3.045462,2022-10-31
Yangzijiang Financial,YF8.SI,2.881031,2022-10-31
Jardine Matheson,J36.SI,2.2986277249,2022-10-31
Mapletree Pan Asia Commercial Trust,N2IU.SI,2.032458,2022-10-31
